parts	slices	turns	n	omp	N	function	total_time(sec)	time_per_call(ms)	std(%)	calls	global_percentage
55000000	27500	2000	55	1	4	comm:scatter	5.65	5654.06	0.0	1.0	10.04
55000000	27500	2000	55	1	4	comp:drift	7.86	3.93	3.9	2000.0	14.03
55000000	27500	2000	55	1	4	comp:histo	10.09	5.04	3.43	2000.0	17.99
55000000	27500	2000	55	1	4	comp:kick	24.27	12.14	8.12	2000.0	43.3
55000000	27500	2000	55	1	4	Other	0.23	232.59	0.0	1.0	0.41
55000000	27500	2000	55	1	4	total_time	56.1	56105.01	0.0	1.0	100.0
57000000	28500	2000	57	1	4	comm:bcast	0.34	0.06	25.24	6001.0	0.66
57000000	28500	2000	57	1	4	comm:gather	0.6	602.45	0.0	1.0	1.16
57000000	28500	2000	57	1	4	comm:histo_extra	3.45	1.72	88.31	2000.0	6.64
57000000	28500	2000	57	1	4	comm:recv_task	4.02	0.33	2672.16	12004.0	7.74
57000000	28500	2000	57	1	4	comm:scatter	1.61	1614.41	0.0	1.0	3.11
57000000	28500	2000	57	1	4	comp:drift	7.48	3.74	3.27	2000.0	14.42
57000000	28500	2000	57	1	4	comp:histo	10.14	5.07	2.6	2000.0	19.54
57000000	28500	2000	57	1	4	comp:kick	24.02	12.01	8.04	2000.0	46.28
57000000	28500	2000	57	1	4	Other	0.23	230.46	0.0	1.0	0.44
57000000	28500	2000	57	1	4	total_time	51.89	51894.23	0.0	1.0	100.0
59000000	29500	2000	59	1	4	comm:bcast	0.34	0.06	27.78	6001.0	0.61
59000000	29500	2000	59	1	4	comm:gather	0.68	679.17	0.0	1.0	1.23
59000000	29500	2000	59	1	4	comm:histo_extra	3.48	1.74	89.39	2000.0	6.27
59000000	29500	2000	59	1	4	comm:recv_task	3.63	0.3	2741.86	12004.0	6.54
59000000	29500	2000	59	1	4	comm:scatter	4.66	4655.24	0.0	1.0	8.25
59000000	29500	2000	59	1	4	comp:drift	7.89	3.95	2.92	2000.0	14.26
59000000	29500	2000	59	1	4	comp:histo	10.23	5.12	2.89	2000.0	18.47
59000000	29500	2000	59	1	4	comp:kick	24.34	12.17	8.06	2000.0	43.95
59000000	29500	2000	59	1	4	Other	0.24	235.67	0.0	1.0	0.43
59000000	29500	2000	59	1	4	total_time	55.48	55483.88	0.0	1.0	100.0
61000000	30500	2000	61	1	4	comm:bcast	0.35	0.06	25.16	6001.0	0.61
61000000	30500	2000	61	1	4	comm:gather	0.64	641.99	0.0	1.0	1.13
61000000	30500	2000	61	1	4	comm:histo_extra	4.03	2.01	102.71	2000.0	7.09
61000000	30500	2000	61	1	4	comm:recv_task	2.6	0.22	2553.25	12004.0	4.59
61000000	30500	2000	61	1	4	comm:scatter	5.51	5511.51	0.0	1.0	9.68
61000000	30500	2000	61	1	4	comp:drift	7.87	3.93	5.71	2000.0	13.86
61000000	30500	2000	61	1	4	comp:histo	10.54	5.27	3.53	2000.0	18.56
61000000	30500	2000	61	1	4	comp:kick	25.0	12.5	8.58	2000.0	44.04
61000000	30500	2000	61	1	4	Other	0.24	239.17	0.0	1.0	0.42
61000000	30500	2000	61	1	4	total_time	56.77	56771.79	0.0	1.0	100.0
63000000	31500	2000	63	1	4	comm:bcast	0.34	0.06	28.8	6001.0	0.65
63000000	31500	2000	63	1	4	comm:gather	0.66	664.35	0.0	1.0	1.26
63000000	31500	2000	63	1	4	comm:histo_extra	3.77	1.89	134.75	2000.0	7.14
63000000	31500	2000	63	1	4	comm:recv_task	2.62	0.22	2820.23	12004.0	4.96
63000000	31500	2000	63	1	4	comm:scatter	1.57	1574.49	0.0	1.0	2.98
63000000	31500	2000	63	1	4	comp:drift	8.15	4.08	6.82	2000.0	15.44
63000000	31500	2000	63	1	4	comp:histo	10.49	5.24	3.96	2000.0	19.86
63000000	31500	2000	63	1	4	comp:kick	24.95	12.47	9.29	2000.0	47.25
63000000	31500	2000	63	1	4	Other	0.24	241.96	0.0	1.0	0.46
