parts	slices	turns	n	omp	N	function	total_time(sec)	time_per_call(ms)	std(%)	calls	global_percentage
10000000	5000	2000	11	1	1	comp:drift	6.74	3.37	4.06	2000.0	15.5
10000000	5000	2000	11	1	1	comp:histo	8.73	4.36	5.48	2000.0	19.96
10000000	5000	2000	11	1	1	comp:kick	21.67	10.84	8.33	2000.0	49.62
10000000	5000	2000	11	1	1	Other	0.22	218.83	0.0	1.0	0.5
10000000	5000	2000	11	1	1	total_time	44.04	44049.54	0.0	1.0	100.0
10000000	5000	2000	12	1	1	comm:bcast	0.32	0.05	21.19	6001.0	0.81
10000000	5000	2000	12	1	1	comm:gather	0.14	138.19	0.0	1.0	0.35
10000000	5000	2000	12	1	1	comm:histo_extra	0.96	0.48	287.94	2000.0	2.42
10000000	5000	2000	12	1	1	comm:recv_task	3.29	0.28	1930.93	12004.0	8.25
10000000	5000	2000	12	1	1	comm:scatter	1.01	1008.6	0.0	1.0	2.32
10000000	5000	2000	12	1	1	comp:drift	6.08	3.04	3.54	2000.0	15.4
10000000	5000	2000	12	1	1	comp:histo	7.99	4.0	4.78	2000.0	20.24
10000000	5000	2000	12	1	1	comp:kick	19.6	9.8	11.58	2000.0	49.64
10000000	5000	2000	12	1	1	Other	0.22	219.18	0.0	1.0	0.55
10000000	5000	2000	12	1	1	total_time	39.6	39607.86	0.0	1.0	100.0
10000000	5000	2000	13	1	1	comm:bcast	0.32	0.05	22.51	6001.0	0.83
10000000	5000	2000	13	1	1	comm:gather	0.13	127.8	0.0	1.0	0.34
10000000	5000	2000	13	1	1	comm:histo_extra	0.94	0.48	305.6	2000.0	2.5
10000000	5000	2000	13	1	1	comm:recv_task	3.66	0.3	2308.52	12004.0	9.34
10000000	5000	2000	13	1	1	comm:scatter	1.9	1901.38	0.0	1.0	4.46
10000000	5000	2000	13	1	1	comp:drift	5.63	2.82	3.73	2000.0	14.8
10000000	5000	2000	13	1	1	comp:histo	7.38	3.68	3.58	2000.0	19.45
10000000	5000	2000	13	1	1	comp:kick	18.1	9.05	12.74	2000.0	47.7
10000000	5000	2000	13	1	1	Other	0.22	219.16	0.0	1.0	0.57
10000000	5000	2000	13	1	1	total_time	38.28	38279.42	0.0	1.0	100.0
10000000	5000	2000	14	1	1	comm:bcast	0.32	0.05	20.27	6001.0	0.92
10000000	5000	2000	14	1	1	comm:gather	0.14	131.82	0.0	1.0	0.38
10000000	5000	2000	14	1	1	comm:histo_extra	0.82	0.41	204.24	2000.0	2.35
10000000	5000	2000	14	1	1	comm:recv_task	4.28	0.36	3376.88	12004.0	11.62
10000000	5000	2000	14	1	1	comm:scatter	0.19	189.8	0.0	1.0	0.54
10000000	5000	2000	14	1	1	comp:drift	5.37	2.68	2.99	2000.0	15.39
10000000	5000	2000	14	1	1	comp:histo	6.9	3.45	3.34	2000.0	19.74
10000000	5000	2000	14	1	1	comp:kick	16.9	8.45	11.82	2000.0	48.42
10000000	5000	2000	14	1	1	Other	0.22	220.36	0.0	1.0	0.63
10000000	5000	2000	14	1	1	total_time	35.12	35124.55	0.0	1.0	100.0
10000000	5000	2000	15	1	1	comm:bcast	0.32	0.06	22.62	6001.0	0.91
10000000	5000	2000	15	1	1	comm:gather	0.14	131.46	0.0	1.0	0.36
10000000	5000	2000	15	1	1	comm:histo_extra	1.18	0.59	256.93	2000.0	3.26
10000000	5000	2000	15	1	1	comm:recv_task	3.33	0.28	2384.51	12004.0	8.91
10000000	5000	2000	15	1	1	comm:scatter	3.21	3211.39	0.0	1.0	8.64
10000000	5000	2000	15	1	1	comp:drift	5.12	2.55	5.01	2000.0	14.32
10000000	5000	2000	15	1	1	comp:histo	6.51	3.26	4.2	2000.0	18.26
10000000	5000	2000	15	1	1	comp:kick	15.95	7.98	19.02	2000.0	44.7
10000000	5000	2000	15	1	1	Other	0.22	223.17	0.0	1.0	0.62
10000000	5000	2000	15	1	1	total_time	35.98	35976.88	0.0	1.0	100.0
10000000	5000	2000	16	1	1	comm:bcast	0.32	0.05	19.98	6001.0	0.99
10000000	5000	2000	16	1	1	comm:gather	0.13	127.82	0.0	1.0	0.4
10000000	5000	2000	16	1	1	comm:histo_extra	0.68	0.34	218.98	2000.0	2.12
10000000	5000	2000	16	1	1	comm:recv_task	1.96	0.16	2166.54	12004.0	5.78
10000000	5000	2000	16	1	1	comm:scatter	2.72	2724.02	0.0	1.0	7.66
10000000	5000	2000	16	1	1	comp:drift	5.04	2.52	3.54	2000.0	15.69
10000000	5000	2000	16	1	1	comp:histo	6.19	3.1	3.35	2000.0	19.26
10000000	5000	2000	16	1	1	comp:kick	15.24	7.62	13.74	2000.0	47.43
10000000	5000	2000	16	1	1	Other	0.22	221.12	0.0	1.0	0.69
10000000	5000	2000	16	1	1	total_time	32.5	32493.05	0.0	1.0	100.0
10000000	5000	2000	17	1	1	comm:bcast	0.31	0.05	20.31	6001.0	0.93
10000000	5000	2000	17	1	1	comm:gather	0.14	135.09	0.0	1.0	0.4
10000000	5000	2000	17	1	1	comm:histo_extra	0.55	0.28	175.86	2000.0	1.64
10000000	5000	2000	17	1	1	comm:recv_task	3.49	0.29	5155.07	12004.0	9.43
10000000	5000	2000	17	1	1	comm:scatter	4.0	3994.84	0.0	1.0	11.12
10000000	5000	2000	17	1	1	comp:drift	5.0	2.5	2.48	2000.0	14.88
10000000	5000	2000	17	1	1	comp:histo	5.89	2.94	1.9	2000.0	17.51
10000000	5000	2000	17	1	1	comp:kick	14.6	7.3	13.44	2000.0	43.43
10000000	5000	2000	17	1	1	Other	0.22	219.72	0.0	1.0	0.65
10000000	5000	2000	17	1	1	total_time	34.19	34193.38	0.0	1.0	100.0
10000000	5000	2000	18	1	1	comm:bcast	0.32	0.05	20.13	6001.0	1.0
10000000	5000	2000	18	1	1	comm:gather	0.12	124.88	0.0	1.0	0.4
10000000	5000	2000	18	1	1	comm:histo_extra	0.61	0.3	180.38	2000.0	1.92
10000000	5000	2000	18	1	1	comm:recv_task	2.29	0.19	4470.73	12004.0	6.44
10000000	5000	2000	18	1	1	comm:scatter	4.14	4145.09	0.0	1.0	12.74
10000000	5000	2000	18	1	1	comp:drift	4.96	2.48	2.86	2000.0	15.62
10000000	5000	2000	18	1	1	comp:histo	5.58	2.79	3.0	2000.0	17.59
10000000	5000	2000	18	1	1	comp:kick	13.84	6.92	16.0	2000.0	43.6
10000000	5000	2000	18	1	1	Other	0.22	219.62	0.0	1.0	0.7
10000000	5000	2000	18	1	1	total_time	32.08	32075.62	0.0	1.0	100.0
10000000	5000	2000	19	1	1	comm:bcast	0.38	0.06	25.74	6001.0	0.96
10000000	5000	2000	19	1	1	comm:gather	0.14	137.62	0.0	1.0	0.34
10000000	5000	2000	19	1	1	comm:histo_extra	8.52	4.26	43.46	2000.0	21.41
10000000	5000	2000	19	1	1	comm:recv_task	4.35	0.36	3752.28	12004.0	10.28
10000000	5000	2000	19	1	1	comm:scatter	2.07	2068.32	0.0	1.0	4.94
10000000	5000	2000	19	1	1	comp:drift	4.43	2.22	13.02	2000.0	11.16
10000000	5000	2000	19	1	1	comp:histo	6.34	3.16	23.74	2000.0	15.99
10000000	5000	2000	19	1	1	comp:kick	13.6	6.8	19.47	2000.0	34.29
10000000	5000	2000	19	1	1	Other	0.25	252.52	0.0	1.0	0.64
10000000	5000	2000	19	1	1	total_time	40.08	40072.2	0.0	1.0	100.0
